"Chr","Start","End","Count","Diff","IBS_ratio"
"Chr12",17100000,17600000,11,0,100
"Chr12",17200000,17700000,11,0,100
"Chr12",17300000,17800000,9,0,100
"Chr12",17500000,1.8e+07,2,0,100
"Chr12",17600000,18100000,6,0,100
"Chr12",17700000,18200000,8,0,100
"Chr12",17800000,18300000,8,0,100
"Chr12",17900000,18400000,11,0,100
"Chr12",1.8e+07,18500000,9,0,100
"Chr12",18100000,18600000,5,0,100
"Chr12",18200000,18700000,3,0,100
"Chr12",18300000,18800000,3,0,100
"Chr12",18700000,19200000,1,0,100
"Chr12",18800000,19300000,4,0,100
"Chr12",18900000,19400000,12,0,100
"Chr12",1.9e+07,19500000,14,0,100
"Chr12",19100000,19600000,15,0,100
"Chr12",19200000,19700000,14,0,100
"Chr12",19300000,19800000,11,0,100
"Chr12",19400000,19900000,3,0,100
"Chr12",19500000,2e+07,2,0,100
"Chr12",19600000,20100000,1,0,100
"Chr12",19700000,20200000,1,0,100
"Chr12",19800000,20300000,1,0,100
"Chr12",19900000,20400000,1,0,100
"Chr12",20300000,20800000,1,0,100
"Chr12",20400000,20900000,2,0,100
"Chr12",20500000,2.1e+07,2,0,100
"Chr12",20600000,21100000,2,0,100
"Chr12",20700000,21200000,4,1,75
"Chr12",20800000,21300000,3,1,66.67
"Chr12",20900000,21400000,2,1,50
"Chr12",2.1e+07,21500000,2,1,50
"Chr12",21100000,21600000,2,1,50
"Chr12",21200000,21700000,4,0,100
"Chr12",21300000,21800000,12,0,100
"Chr12",21400000,21900000,17,0,100
"Chr12",21500000,2.2e+07,28,2,92.86
"Chr12",21600000,22100000,35,2,94.29
"Chr12",21700000,22200000,32,2,93.75
"Chr12",21800000,22300000,25,2,92
"Chr12",21900000,22400000,20,2,90
"Chr12",2.2e+07,22500000,9,0,100
"Chr12",22100000,22600000,3,0,100
"Chr12",22200000,22700000,3,0,100
"Chr12",22300000,22800000,2,0,100
"Chr12",22400000,22900000,2,0,100
"Chr12",22500000,2.3e+07,2,0,100
"Chr12",22600000,23100000,2,1,50
"Chr12",22700000,23200000,2,1,50
"Chr12",22800000,23300000,6,1,83.33
"Chr12",22900000,23400000,7,1,85.71
"Chr12",2.3e+07,23500000,15,2,86.67
"Chr12",23100000,23600000,14,1,92.86
"Chr12",23200000,23700000,14,1,92.86
"Chr12",23300000,23800000,10,1,90
"Chr12",23400000,23900000,9,1,88.89
"Chr12",23500000,2.4e+07,2,0,100
"Chr12",23600000,24100000,5,0,100
"Chr12",23700000,24200000,5,0,100
"Chr12",23800000,24300000,6,0,100
"Chr12",23900000,24400000,7,0,100
"Chr12",2.4e+07,24500000,6,0,100
"Chr12",24100000,24600000,4,0,100
"Chr12",24200000,24700000,4,0,100
"Chr12",24300000,24800000,4,0,100
"Chr12",24400000,24900000,16,1,93.75
"Chr12",24500000,2.5e+07,24,1,95.83
"Chr12",24600000,25100000,28,2,92.86
"Chr12",24700000,25200000,28,2,92.86
"Chr12",24800000,25300000,30,2,93.33
"Chr12",24900000,25400000,20,1,95
"Chr12",2.5e+07,25500000,16,1,93.75
"Chr12",25100000,25600000,15,0,100
"Chr12",25200000,25700000,14,0,100
"Chr12",25300000,25800000,16,0,100
"Chr12",25400000,25900000,16,0,100
"Chr12",25500000,2.6e+07,12,0,100
"Chr12",25600000,26100000,21,0,100
"Chr12",25700000,26200000,22,0,100
"Chr12",25800000,26300000,19,0,100
"Chr12",25900000,26400000,18,0,100
"Chr12",2.6e+07,26500000,19,0,100
"Chr12",26100000,26600000,6,0,100
"Chr12",26200000,26700000,6,0,100
"Chr12",26300000,26800000,4,0,100
"Chr12",26400000,26900000,2,0,100
"Chr12",26500000,2.7e+07,1,0,100
"Chr12",26600000,27100000,1,0,100
"Chr12",26800000,27300000,1,0,100
"Chr12",26900000,27400000,3,0,100
"Chr12",2.7e+07,27500000,4,0,100
"Chr12",27100000,27600000,4,0,100
"Chr12",27200000,27700000,4,0,100
"Chr12",27300000,27800000,3,0,100
"Chr12",27400000,27900000,1,0,100
